run_dir,setting,language_mode,language,model_family,seed,context,features,include_mwe_segment,transform,id,label,test_pred,test_proba_literal,MWE,seen_mwe_type,train_mwe_freq_bin,is_ambiguous_mwe,slice_minority_instance,slice_ambiguous
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,2ad7ed4d-cd98-44a6-99ff-545bfd08575b,0,0,0.0018675988540053,brain drain,False,20-29,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,4a529540-bc4c-4b4b-abfc-98ace7273bca,0,0,0.0019020730396732,brain drain,False,20-29,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,30514ba7-6ad3-4b43-b459-c095075a3d5a,0,0,0.0020829332061111,brain drain,False,20-29,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,f903abfa-7df2-405d-bfdf-67e2c1072003,0,0,0.0025501991622149,brain drain,False,20-29,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,3c3e4f3d-45bd-4166-b431-5be6f42a9574,0,0,0.0018604792421683,brain drain,False,20-29,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,c509b307-681b-4a5c-8152-2034c00284e1,0,0,0.0026669036597013,brain drain,False,20-29,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,1a448fe3-e254-4810-b81b-ac664edcf4b7,0,0,0.0021262890659272,brain drain,False,20-29,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,14bccf39-33b8-47ee-8f76-75e3de9b923c,0,0,0.0019461060874164,brain drain,False,20-29,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,e982cc40-651f-4f5a-af28-1cdabffd4ed5,0,0,0.0018945182673633,brain drain,False,20-29,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,5e9e88bd-0ed4-48a0-8ae0-bde47229b424,0,0,0.0021466233301907,brain drain,False,20-29,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,2db9c6e6-6cfe-422a-95d2-1a5e8681db50,0,0,0.0020959668327122,brain drain,False,20-29,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,829b5768-9fd5-47f0-909f-1909be81a2ff,0,0,0.0017985275480896,brain drain,False,20-29,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,130c143f-801e-41fb-9139-3f7a6841f685,0,0,0.0020001165103167,brain drain,False,20-29,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,e492c8a1-c889-4126-8360-470a39d9c97b,0,0,0.002190668368712,brain drain,False,20-29,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,bb4bb4a3-bb1d-4de5-9acc-165c977240fe,0,0,0.0021814228966832,brain drain,False,20-29,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,6985b6a4-3ffd-49c6-9fc1-5d6b97cfff2c,0,0,0.0017424061661586,brain drain,False,20-29,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,d16d8de2-2489-4d7a-9b94-2455d68e78f9,1,1,0.9904640913009644,brain drain,False,20-29,True,minority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,c65b73c8-1079-4c1c-95ca-38a1bed4c1d2,0,0,0.0050767045468091,glass ceiling,False,10-19,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,987d181a-50fe-4cdb-bfdb-eeb67c5f1bc8,0,0,0.0019535652827471,glass ceiling,False,10-19,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,94055e4a-f61e-48ed-a77d-2ff78ca2671d,0,0,0.0017692930996418,glass ceiling,False,10-19,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,7d3903ed-9f45-41a3-bbd7-2e97ca35aed2,0,0,0.002340191276744,glass ceiling,False,10-19,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,6681f04b-49af-4acb-ae02-bd356ae351d7,0,1,0.9822595119476318,glass ceiling,False,10-19,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,9f94f6cd-beab-4de4-baf7-a0abde3de563,0,0,0.001768673188053,glass ceiling,False,10-19,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,3b0df187-145b-439e-9679-dd16adc987c7,0,0,0.0029516064096242,glass ceiling,False,10-19,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,a992fafb-49b8-4d22-b12b-345aed4b9ec8,0,0,0.0017800208879634,glass ceiling,False,10-19,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,3f389fb9-86a4-42f5-aab0-395c75521d0f,0,0,0.0020306033547967,glass ceiling,False,10-19,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,ce3c91f8-a214-4ab6-9e5d-e72991a54235,0,0,0.0034585949033498,glass ceiling,False,10-19,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,ce5bb92d-3ca8-4693-81aa-0629560312fc,0,0,0.0021912343800067,glass ceiling,False,10-19,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,d9981aaa-0b9e-4990-a107-fb20f9605774,0,0,0.0025905503425747,glass ceiling,False,10-19,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,9ac1f172-b4a1-4352-b3d3-a4502069da5e,0,0,0.0038467952981591,glass ceiling,False,10-19,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,dc9f7b4b-03f1-4197-9ac6-7dbd12736f31,0,0,0.0421708226203918,glass ceiling,False,10-19,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,7d232fa8-7ec1-4c40-82d4-fe1afdb0c2c7,1,1,0.9990909099578856,glass ceiling,False,10-19,True,minority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,b291d632-7164-4279-9f8d-67c8449e1afa,1,1,0.9991531372070312,glass ceiling,False,10-19,True,minority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,877c870c-c0dd-4c83-95ac-fe1c3f1af080,0,0,0.0021550024393945,gold mine,False,10-19,True,minority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,2735d5fb-c1d0-4678-9208-98bb7dfa313f,0,0,0.0018495172262191,gold mine,False,10-19,True,minority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,c27a3097-d143-421e-a551-9c6be13804d0,0,0,0.0021084153559058,gold mine,False,10-19,True,minority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,0da77a01-a2ea-4395-8065-29cf1aebcd2c,1,1,0.9993429780006408,gold mine,False,10-19,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,d6776bb6-65f0-4a8e-a943-08626ece3b77,1,1,0.9987637996673584,gold mine,False,10-19,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,3dba32f1-4e0e-4f65-b8c8-0c9f595e2513,1,0,0.0025762342847883,gold mine,False,10-19,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,4a10c75b-87c0-44ab-b450-b162fa0ce55e,1,1,0.9982914328575134,gold mine,False,10-19,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,00011ab4-8e87-4a9d-ac86-3a833b3cc654,1,1,0.9950578212738036,gold mine,False,10-19,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,04dfbc35-34e6-4190-a508-18abf407be56,1,1,0.996022403240204,gold mine,False,10-19,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,44763427-91e7-492d-baa7-043060781e1d,1,1,0.9989615678787231,gold mine,False,10-19,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,7fbaba76-cbe1-4712-8fc1-0138c44b0461,1,1,0.9973046779632568,gold mine,False,10-19,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,07faed92-e0ee-4b01-be30-ab53d365c09a,1,1,0.999309539794922,gold mine,False,10-19,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,cb242303-6faa-4117-b216-868e37dc1a16,1,1,0.9990645051002502,gold mine,False,10-19,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,2f9446d8-86f5-4968-a65f-0a56394b46b2,1,1,0.9987630844116212,gold mine,False,10-19,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,c91b3250-1e90-4d6a-9287-ce8056f80956,1,1,0.9987938404083252,gold mine,False,10-19,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,798c79fd-1323-4ae7-a1a5-fc3a8fae4675,1,1,0.9990012049674988,gold mine,False,10-19,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,9d83d3d3-b626-4a4b-bd02-80fa47f518f9,1,1,0.9991512298583984,gold mine,False,10-19,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,7cbd0543-3bc9-4a4b-93f9-b120acac9147,1,1,0.9992164373397828,gold mine,False,10-19,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,36022c46-5ff9-46da-bcd5-938be972617d,1,1,0.9992608428001404,gold mine,False,10-19,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,13f8e81a-c755-4930-ae6b-75a19c2ed0b6,1,0,0.0039466102607548,love song,False,20-29,False,,control
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,aff3d8d6-47cd-47d3-a9b6-70b7f906e398,1,0,0.0049088611267507,love song,False,20-29,False,,control
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,95d4367d-48e3-4eb8-88cc-87ddca77808e,1,1,0.994361162185669,love song,False,20-29,False,,control
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,2309c73c-c4f4-4fc1-9b5b-756d8627d724,1,0,0.0028446037322282,love song,False,20-29,False,,control
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,f309d79f-9d5a-43d0-b24f-52fe4aead9b1,1,0,0.0029368947725743,love song,False,20-29,False,,control
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,ae3d960d-d9ef-41a8-b837-35d9804e5150,1,1,0.9975250363349916,love song,False,20-29,False,,control
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,9b553b89-ab73-41ca-8886-15c309e6ada8,1,1,0.7694835662841797,love song,False,20-29,False,,control
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,9280ae0c-b16c-4e9c-b1f7-dc3022dd7425,1,1,0.9899369478225708,love song,False,20-29,False,,control
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,89146630-4646-476b-a28f-aad31db5acf9,1,1,0.9985009431838988,love song,False,20-29,False,,control
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,3e1fbd15-26c9-4eb3-9d98-d81d64282a86,1,1,0.997096300125122,love song,False,20-29,False,,control
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,39aa0a0e-093a-4334-8115-dd957768a476,1,1,0.9966480135917664,love song,False,20-29,False,,control
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,f8f857a0-9685-4285-a15b-a79b38d51773,1,1,0.9956790804862976,love song,False,20-29,False,,control
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,bd6e6cc0-a9d6-4b49-b9f7-fc65a173dbe0,1,0,0.0195326283574104,love song,False,20-29,False,,control
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,ea41f3bb-adb9-45d1-b394-cf21faeaba21,1,1,0.9986007809638976,love song,False,20-29,False,,control
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,a0f934f9-0c5f-4c31-9b59-d17fb3584025,1,1,0.6645758152008057,love song,False,20-29,False,,control
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,bd33dfb5-efba-487f-9c59-aea20b89c9e8,1,1,0.6323062181472778,love song,False,20-29,False,,control
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,052695a1-a740-425d-96be-4101df90ff39,1,1,0.989562213420868,love song,False,20-29,False,,control
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,6c724f95-3f59-4e72-9a25-05b2d7185b29,1,1,0.5449614524841309,love song,False,20-29,False,,control
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,2d33e4c7-6aaa-41d5-8294-0c4883547590,1,1,0.9813907146453856,love song,False,20-29,False,,control
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,799aea39-0b25-491a-a1e4-5934f2f172bc,1,1,0.986629605293274,love song,False,20-29,False,,control
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,b8dfb1ea-813d-42cb-ae5b-55a5f9b2b8db,1,1,0.9866862297058104,love song,False,20-29,False,,control
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,a7a2f744-f7c2-462b-8942-786c0fb0613b,1,1,0.9928207993507384,love song,False,20-29,False,,control
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,9d2faa58-60bf-4604-b3ca-374f0914617b,1,1,0.998835027217865,love song,False,20-29,False,,control
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,c56f7011-3519-4d22-945d-2e3425a456fc,1,1,0.9926485419273376,love song,False,20-29,False,,control
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,d3c262d8-0507-4b81-8d31-a8e17da4c339,0,0,0.0021012246143072,acid test,False,20-29,True,minority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,e342633b-9005-4925-86c6-60868f2de075,0,0,0.0021375135984271,acid test,False,20-29,True,minority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,e2e86a85-e9e2-4d49-bbbd-c9d1d2807f59,0,0,0.0019813748076558,acid test,False,20-29,True,minority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,1439c659-8eef-4042-a609-17247fdd1027,0,0,0.0096806613728404,acid test,False,20-29,True,minority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,adbe173e-1f96-473f-84fe-53d7d4599ef2,0,0,0.0045951069332659,acid test,False,20-29,True,minority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,b12624a9-2c82-429a-9375-f7404cb86b27,0,0,0.0020378034096211,acid test,False,20-29,True,minority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,30ad6177-e478-4d2f-bfd3-88b59990a883,0,0,0.0019705963786691,acid test,False,20-29,True,minority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,ef61c592-93d1-41b4-8b44-92461c78a769,0,0,0.0026806213427335,acid test,False,20-29,True,minority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,0fb71159-3887-4257-bdbf-449382dee91a,0,0,0.0019551422446966,acid test,False,20-29,True,minority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,bc4ec22f-ba8e-44b5-8360-24938b9a5f61,1,0,0.2157933115959167,acid test,False,20-29,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,51225037-41cf-47e7-9aa5-a985d6dc9ab1,1,1,0.9993256330490112,acid test,False,20-29,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,1bb1130e-0d24-49f0-bde0-0164f7f62af7,1,1,0.998007833957672,acid test,False,20-29,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,3324ef8f-65f7-4264-8017-995600d6ba92,1,1,0.9993680119514464,acid test,False,20-29,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,275e2499-e42b-4d05-88cd-dfc50687e8c5,1,1,0.9993587136268616,acid test,False,20-29,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,43af7f11-9d1c-4659-8da8-0ad15696e9d4,1,1,0.9976099729537964,acid test,False,20-29,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,cbe0992f-83bc-4ecc-9da0-3fb6d01a771c,1,1,0.9778077602386476,acid test,False,20-29,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,fb2d819c-449a-47f5-9f62-374ec4e42211,1,1,0.9884892106056212,acid test,False,20-29,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,27c040e8-045b-4ac3-997b-a9bc616288fa,1,0,0.2498291432857513,acid test,False,20-29,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,312d380b-8f58-442e-bd29-2eac086a9312,1,1,0.9891977906227112,acid test,False,20-29,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,fc478dad-7b7c-4115-b5ed-76792888f42b,1,1,0.9989545345306396,acid test,False,20-29,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,b4b8311f-c8ae-44cc-8326-404b05270856,1,0,0.0031098998151719,acid test,False,20-29,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,53f8d09b-0472-413c-bc72-6d421b1e103b,1,1,0.977957248687744,acid test,False,20-29,True,majority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,46e72954-6e9c-4ad6-bdbc-279419f9ab06,0,0,0.0026171368081122,acid test,False,20-29,True,minority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,853a70cc-49a1-40b8-839c-c39ed593a257,0,0,0.025830827653408,acid test,False,20-29,True,minority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,2f88d4c6-1ca9-496f-ada5-ed76a17172ab,0,0,0.0019603257533162,acid test,False,20-29,True,minority,hard
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,c2a3d085-f39b-4602-be63-2c0a2feb03db,0,0,0.00225187279284,black operation,False,10-19,False,,control
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,9bca1d7c-c1ae-481d-b620-077a27f0bf85,0,0,0.0024601782206445,black operation,False,10-19,False,,control
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,1790d3e5-d1c0-4778-bfc3-6e804beac4b3,0,0,0.0022952230647206,black operation,False,10-19,False,,control
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,a729e3e6-f3ae-4fd8-a6ab-bfcded910bda,0,0,0.0024485504254698,black operation,False,10-19,False,,control
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,8ff80ace-4c83-44d0-a42f-2e3c1cf5cf02,0,0,0.0030598135199397,black operation,False,10-19,False,,control
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,522de69a-9368-429d-981e-48ea6615eadc,0,0,0.0029136019293218,black operation,False,10-19,False,,control
zero_shot__EN__previous_target_next_True_highlight_ner__mBERT__seed51,zero_shot,per_language,EN,mBERT,51,previous_target_next,ner,True,highlight,4671db40-5339-498d-8997-a219e2733dee,0,0,0.0020302045159041,black operation,False,10-19,False,,control
